;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;3.103;1.438;12.09;1.332
1;3.101;1.439;12.23;1.331
2;3.098;1.441;12.33;1.331
3;3.091;1.441;12.36;1.331
4;3.091;1.442;12.36;1.332
5;3.083;1.446;12.36;1.332
6;3.078;1.446;12.36;1.331
7;3.078;1.447;12.37;1.333
8;3.078;1.446;12.4;1.338
9;3.073;1.447;12.46;1.346
10;3.071;1.448;12.58;1.354
11;3.073;1.449;12.68;1.36
12;3.074;1.453;12.77;1.36
13;3.074;1.457;12.88;1.36
14;3.073;1.459;12.99;1.357
15;3.073;1.46;13.07;1.356
16;3.073;1.461;13.14;1.355
17;3.074;1.463;13.19;1.356
18;3.073;1.465;13.21;1.356
19;3.074;1.465;13.21;1.355
20;3.076;1.465;13.22;1.355
21;3.077;1.464;13.24;1.354
22;3.078;1.46;13.25;1.354
23;3.082;1.462;13.25;1.353
24;3.087;1.462;13.26;1.349
25;3.088;1.464;13.27;1.351
26;3.086;1.461;13.29;1.356
27;3.089;1.459;13.31;1.344
28;3.09;1.46;13.32;1.339
29;3.093;1.463;13.32;1.339
30;3.097;1.465;13.33;1.338
31;3.097;1.464;13.34;1.337
32;3.099;1.465;13.35;1.336
33;3.119;1.462;13.4;1.333
34;3.175;1.454;13.47;1.337
35;3.195;1.45;13.54;1.34
36;3.198;1.45;13.62;1.34
37;3.212;1.449;13.77;1.34
38;3.219;1.446;13.95;1.339
39;3.219;1.445;14.07;1.339
40;3.22;1.442;14.1;1.338
41;3.221;1.438;14.1;1.338
42;3.224;1.427;14.11;1.338
43;3.228;1.424;14.16;1.335
44;3.229;1.424;14.19;1.333
45;3.232;1.424;14.19;1.333
46;3.233;1.422;14.2;1.334
47;3.234;1.419;14.26;1.337
48;3.234;1.419;14.36;1.337
49;3.258;1.418;14.38;1.337
50;3.332;1.42;14.38;1.336
51;3.376;1.423;14.39;1.338
52;3.376;1.423;14.39;1.34
53;3.406;1.422;14.39;1.34
54;3.438;1.422;14.39;1.341
55;3.439;1.422;14.4;1.341
56;3.441;1.422;14.42;1.342
57;3.432;1.422;14.43;1.344
58;3.44;1.424;14.43;1.343
59;3.443;1.432;14.44;1.341
60;3.444;1.435;14.44;1.341
61;3.445;1.436;14.48;1.34
62;3.45;1.436;14.73;1.336
63;3.451;1.441;15.22;1.326
64;3.45;1.447;15.71;1.324
65;3.45;1.446;15.99;1.328
66;3.462;1.447;16.06;1.333
67;3.477;1.447;16.06;1.34
68;3.479;1.445;16.08;1.345
69;3.481;1.44;16.18;1.35
70;3.48;1.438;16.31;1.353
71;3.482;1.438;16.34;1.353
72;3.484;1.438;16.34;1.353
73;3.484;1.439;16.34;1.353
74;3.485;1.442;16.4;1.352
75;3.484;1.444;16.64;1.349
76;3.496;1.451;16.94;1.348
77;3.519;1.455;17.21;1.346
78;3.527;1.449;17.43;1.34
79;3.528;1.449;17.58;1.336
80;3.528;1.447;17.76;1.337
81;3.529;1.446;17.98;1.339
82;3.529;1.447;18.07;1.345
83;3.531;1.45;18.08;1.35
84;3.538;1.45;18.08;1.352
85;3.54;1.451;18.16;1.353
86;3.54;1.454;18.29;1.353
87;3.543;1.455;18.3;1.352
88;3.552;1.455;18.32;1.354
89;3.553;1.457;18.37;1.356
90;3.555;1.46;18.41;1.357
91;3.559;1.462;18.42;1.358
92;3.558;1.46;18.42;1.359
93;3.561;1.459;18.44;1.363
94;3.57;1.46;18.45;1.369
95;3.577;1.459;18.48;1.372
96;3.585;1.455;18.55;1.372
97;3.603;1.46;18.6;1.372
98;3.635;1.463;18.61;1.374
99;3.658;1.466;18.61;1.374
100;3.658;1.469;18.61;1.374
101;3.671;1.468;18.61;1.372
102;3.698;1.464;18.62;1.371
103;3.716;1.462;18.64;1.372
104;3.732;1.465;18.64;1.374
105;3.745;1.472;18.66;1.372
106;3.748;1.473;18.71;1.369
107;3.746;1.473;18.74;1.369
108;3.745;1.472;18.79;1.364
109;3.745;1.472;18.87;1.36
110;3.746;1.472;18.97;1.36
111;3.747;1.472;19.12;1.361
112;3.745;1.47;19.31;1.361
113;3.746;1.47;19.43;1.361
114;3.756;1.465;19.5;1.361
115;3.769;1.467;19.53;1.361
116;3.776;1.467;19.54;1.364
117;3.781;1.467;19.58;1.364
118;3.784;1.467;19.58;1.364
119;3.784;1.468;19.63;1.364
120;3.783;1.473;19.76;1.368
121;3.783;1.475;19.95;1.371
122;3.79;1.475;19.98;1.372
123;3.799;1.476;20.09;1.371
124;3.801;1.48;20.49;1.373
125;3.803;1.484;20.87;1.376
126;3.812;1.484;21.12;1.377
127;3.82;1.487;21.36;1.378
128;3.818;1.491;21.63;1.379
129;3.818;1.493;21.9;1.378
130;3.819;1.498;22.06;1.378
131;3.827;1.503;22.09;1.379
132;3.83;1.501;22.1;1.381
133;3.832;1.503;22.22;1.379
134;3.831;1.5;22.46;1.379
135;3.833;1.495;22.82;1.378
136;3.843;1.495;23.22;1.378
137;3.859;1.494;23.5;1.379
138;3.889;1.493;23.64;1.38
139;3.918;1.494;23.69;1.38
140;3.923;1.501;23.69;1.379
141;3.922;1.509;23.71;1.377
142;3.921;1.509;23.81;1.378
143;3.923;1.504;23.88;1.38
144;3.948;1.5;23.89;1.38
145;3.983;1.502;24.0;1.38
146;4.004;1.503;24.29;1.38
147;4.015;1.502;24.53;1.382
148;4.024;1.507;24.65;1.383
149;4.033;1.509;24.71;1.383
150;4.037;1.507;24.74;1.384
151;4.034;1.507;24.73;1.385
152;4.032;1.506;24.74;1.384
153;4.032;1.507;24.76;1.38
154;4.032;1.51;24.79;1.379
155;4.035;1.513;24.83;1.379
156;4.044;1.516;24.83;1.382
157;4.065;1.521;24.8;1.383
158;4.093;1.526;24.77;1.385
159;4.115;1.527;24.74;1.388
160;4.126;1.528;24.7;1.39
161;4.129;1.533;24.66;1.392
162;4.132;1.535;24.65;1.392
163;4.132;1.534;24.65;1.392
164;4.132;1.534;24.67;1.392
165;4.14;1.535;24.76;1.393
166;4.153;1.556;25.01;1.393
167;4.169;1.586;25.3;1.392
168;4.183;1.588;25.43;1.393
169;4.19;1.588;25.45;1.392
170;4.193;1.589;25.46;1.396
171;4.193;1.586;25.46;1.396
172;4.191;1.586;25.5;1.393
173;4.208;1.581;25.65;1.393
174;4.225;1.575;25.85;1.392
175;4.235;1.576;25.98;1.39
176;4.252;1.576;26.11;1.388
177;4.271;1.574;26.25;1.386
178;4.28;1.577;26.29;1.387
179;4.279;1.584;26.3;1.386
180;4.29;1.594;26.35;1.387
